区域,RCOD,AD,RBOD,RTP,RTN,Wetsludge
东北地区,0,0,0,0,0,0
东北地区,0,0,0,0,0,0
东北地区,0,0,0,0,0,0
东北地区,0.879108635,0.845430712,0.948046875,0.919937695,0.921844127,647
东北地区,0.813366337,0.63057971,0.965140845,0.841904762,0.709385113,44
东北地区,0,0,0,0,0,0
东北地区,0,0,0,0,0,0
东北地区,0.891876751,0.894398977,0.925423729,0.861518987,0.669117647,1913
东北地区,0,0,0,0,0,0
东北地区,0,0,0,0,0,0
东北地区,0,0,0,0,0,0
东北地区,0,0,0,0,0,0
东北地区,0.888135593,0.976090535,0.916888889,0.913559322,0.6625,11971
东北地区,0,0,0,0,0,0
东北地区,0.823076923,0.762702703,0.846875,0.84726477,0.485858586,584
东北地区,0.759666667,0.472233333,0.60862069,0.583375,0.610843373,0
东北地区,0.870689655,0.8073,0,0,0,19.2
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.813636364,0.878945148,0.970792079,0.76827957,0.577922078,3384
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.932415254,0.961258741,0.982885572,0.968650794,0.798588235,6033
华东地区,0.901237624,0.965282392,0.902597403,0.908853411,0.67735369,33000
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.95227882,0.932385321,0.971813472,0.985436893,0.689108911,4984
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.87755102,0.965346535,0.96440678,0.865284974,0.567759563,2657
华东地区,0,0,0,0,0,0
华东地区,0.898550725,0.911276596,0.955913043,0.8409375,0.639402985,33378
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.917167382,0.930599369,0.991869919,0.481081081,0.764317181,14745
华东地区,0,0,0,0,0,0
华东地区,0.946626984,0.96005698,0.946666667,0.967174678,0.725,4381
华东地区,0.880536913,0.966138614,0.964576271,0.870769231,0.568131868,660
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.83961039,0.92038674,0.932173913,0.689252336,0.51971831,72555
华东地区,0.869911504,0.984791667,0.965696203,0.952699229,0.618507463,26884
华东地区,0.840217391,0.685124378,0.914680851,0.741961853,0.437593985,42035
华东地区,0.956626506,0.973913043,0.988505747,0.946696035,0.798148148,14228
华东地区,0.908121827,0.973672316,0.920806452,0.961809045,0.659856631,7694
华东地区,0.905581395,0.985,0.964494382,0.952536232,0.673111782,24759
华东地区,0.926282051,0.886936937,0.94609375,0.883333333,0.714046823,5007
华东地区,0.859060403,0.99602649,0.908833333,0.944753086,0.797032641,6327
华东地区,0.842962963,0.978421053,0.873658537,0.9591133,0.660759494,8762
华东地区,0.876470588,0.962986111,0.9425,0.846961326,0.508673469,3156
华东地区,0.876262626,0.974411765,0.919450549,0.931893688,0.676086957,8780
华东地区,0.916929134,0.940765957,0.927142857,0.951044776,0.616608997,16414
华东地区,0.77125,0.942688172,0.7952,0.877777778,0.754901961,34.1
华东地区,0.756179775,0.904693878,0.831176471,0.895927602,0.564804469,47.4
华东地区,0.685294118,0.961162791,0.855833333,0.872413793,0.862303665,47.6
华东地区,0.695,0.96036036,0.782692308,0.915436242,0.638547486,15.9
华东地区,0.814159292,0.926619718,0.8321875,0.858646617,0.575714286,4.19
华东地区,0.6,0.849821429,0.663529412,0.794444444,0.730167598,20.4
华东地区,0.850819672,0.920588235,0.854166667,0.751898734,0.641125541,1.4
华东地区,0.799259259,0.772352941,0.927012987,0.949183673,0.748543689,31.1
华东地区,0.868181818,0.85427673,0.864583333,0.832413793,0.801273885,16.3
华东地区,0.811864407,0.811770833,0.931265823,0.833802817,0.600833333,61
华东地区,0.795384615,0.781372549,0.904069767,0.938916256,0.832110092,61.4
华东地区,0.752459016,0.986926829,0.873636364,0.867973856,0.601287554,0
华东地区,0.936936937,0.964551971,0.976381579,0.945851528,0.723121387,52103
华东地区,0.940804598,0.978587361,0.978181818,0.962537764,0.731840796,72270
华东地区,0.884639498,0.967802691,0.96245098,0.918789809,0.693352601,36288
华东地区,0,0,0,0,0,0
华东地区,0.887958115,0.977823344,0.9334375,0.938242894,0.767787115,3771
华东地区,0.867579909,0.986278027,0.946555556,0.899183673,0.619254658,9577
华东地区,0.923867069,0.946666667,0.983789474,0.942405063,0.750462963,2992
华东地区,0.919174041,0.977546296,0.936732673,0.960960961,0.717880795,5315
华东地区,0.849583333,0.97186747,0.917977528,0.902439024,0.62029703,4644
华东地区,0.93236246,0.971121076,0.933963964,0.969039146,0.697727273,2938
华东地区,0.935555556,0.968067227,0.935851064,0.951960784,0.727604167,3352
华东地区,0.85492228,0.972340426,0.952586207,0.916463415,0.684,681
华东地区,0.877419355,0.989583333,0.953333333,0.914035088,0.559139785,7099
华东地区,0.763265306,0.986195122,0.936326531,0.950731707,0.640310078,9898
华东地区,0.894360087,0.747826087,0.926530612,0.973033708,0.767080745,5948
华东地区,0.939597315,0.981145833,0.956917808,0.961419069,0.678467153,760
华东地区,0.887365591,0.970284553,0.843373494,0.985785124,0.605633803,3436
华东地区,0.911132438,0.938542714,0.98705036,0.887280702,0.634749035,5192
华东地区,0.911673152,0.9409319,0.943897059,0.978798587,0.776315789,5689
华东地区,0.934860558,0.939271523,0.970379147,0.96835443,0.833980583,4802
华东地区,0.929242424,0.981277372,0.974527559,0.948,0.745429363,10449
华东地区,0.926289926,0.970090498,0.956495726,0.925726141,0.698818898,2089
华东地区,0.94931677,0.980084034,0.981415929,0.980952381,0.834408602,4244
华东地区,0.906042296,0.866034483,0.906363636,0.932758621,0.765178571,542
华东地区,0.943692308,0.931453488,0.956577181,0.9875,0.667094017,7709
华东地区,0.926995305,0.9864,0.970909091,0.977804878,0.720661157,3835
华东地区,0.924248497,0.966120996,0.935028249,0.971900826,0.744959128,1927
华东地区,0.82284264,0.961584906,0.9453125,0.779452055,0.625666667,7298
华东地区,0.930890805,0.908852459,0.951643192,0.976435644,0.722670025,20709
华东地区,0.9375,0.956666667,0.854054054,0.939130435,0.585279188,707
华东地区,0.888963211,0.978506944,0.899444444,0.916528926,0.768729642,1414
华东地区,0.890144231,0.931644737,0.987883212,0.968288854,0.842965779,2909
华东地区,0.917757009,0.946507937,0.956108108,0.939116719,0.688643533,7550
华东地区,0.881386861,0.938277311,0.925108696,0.931879195,0.748961424,5023
华东地区,0.834387352,0.955042017,0.949761905,0.930526316,0.680743243,862
华东地区,0.830833333,0.95852349,0.946888889,0.888181818,0.746268657,950
华东地区,0.841463415,0.955949367,0.907866667,0.931304348,0.571784232,13114
华东地区,0.890748899,0.976395349,0.966074766,0.920093458,0.726587302,4130
华东地区,0.786627907,0.921704545,0.908208955,0.838650307,0.639285714,587
华东地区,0.872108844,0.980909091,0.852272727,0.931465517,0.720183486,1139
华东地区,0.893726937,0.883649635,0.932340426,0.978947368,0.61350211,2540
华东地区,0.856680162,0.9853125,0.914137931,0.958146067,0.752793296,28988
华东地区,0.825641026,0.948902954,0.944929577,0.896363636,0.748275862,1137
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.884169884,0.976281407,0.973529412,0.961702128,0.770817844,11648
华东地区,0.891875,0.983179191,0.967951807,0.943428571,0.58372093,7707
华东地区,0.878571429,0.905074627,0.938673469,0.935555556,0.85625,7412
华东地区,0.890196078,0.963348624,0.921973684,0.917982456,0.573553719,1919
华东地区,0.877027027,0.959617021,0.918734177,0.899166667,0.576226415,3286
华东地区,0.8,0.906258065,0.815517241,0.921123596,0.614864865,103
华东地区,0.88245614,0.962109375,0.914264706,0.882094595,0.69630485,2979
华东地区,0.904255319,0.980108696,0.892878788,0.86,0.709114583,5771
华东地区,0.907978723,0.968690909,0.890952381,0.863829787,0.705729167,5771
华东地区,0.88253012,0.985273775,0.933809524,0.909318996,0.687292818,9414
华东地区,0.950363196,0.970521739,0.975843373,0.970172414,0.737440758,16174
华东地区,0.870886076,0.982265625,0.941827957,0.904037267,0.608256881,4394
华东地区,0.871518987,0.98234375,0.94172043,0.904037267,0.60945122,3616
华东地区,0.728571429,0.961263158,0.852564103,0.78253012,0.536013986,1089
华东地区,0.728030303,0.961473684,0.854358974,0.786227545,0.540766551,1562
华东地区,0.432394366,0.631333333,0.44,0.420547945,0.394776119,0
华东地区,0.901736111,0.765555556,0.9346,0.7,0.426190476,774
华东地区,0.902684564,0.968070175,0.929545455,0.873423423,0.712951807,7194
华东地区,0.798795181,0.955928144,0.878181818,0.828742515,0.473515982,3451
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.934913793,0.994163569,0.981132075,0.978624535,0.745480226,36467
华东地区,0,0,0,0,0,0
华东地区,0.916144201,0.940434783,0.993630573,0.977192982,0.688655462,15291
华东地区,0.87804878,0.968333333,0.993869732,0.98015873,0.734129693,5101
华东地区,0.719101124,0.800588235,0,0.866666667,0.298449612,80.9
华东地区,0.879699248,0.909633508,0.883555556,0.792207792,0.556622517,340
华东地区,0.873972603,0.831037736,0.906551724,0.885148515,0.349171271,0
华东地区,0.824786325,0.924504505,0.894285714,0.917816092,0.4875,101
华东地区,0.770466321,0.877067039,0.911980198,0.902888889,0.913861386,264
华东地区,0.70974026,0.657142857,0.65,0.94,0.933333333,356
华东地区,0.824031008,0.911162791,0.938809524,0.949680171,0.505913978,38.1
华东地区,0.885024155,0.903255814,0.934578313,0.967679558,0.598576512,1092
华东地区,0.732142857,0.791875,0.914754098,0.75,0.697716895,45.9
华东地区,0.8725,0.981561338,0.895802469,0.94556213,0.704580153,83.3
华东地区,0.900487805,0.972113565,0.911481481,0.939267016,0.74534005,90.7
华东地区,0.878709677,0.990381356,0.9545,0.948924731,0.640065147,7765
华东地区,0.911044776,0.979161677,0.96512,0.970698925,0.752547771,24385
华东地区,0.831683168,0.943050847,0.627333333,0.915891473,0.797560976,1197
华东地区,0.884254144,0.931870229,0.962974684,0.845849802,0.761538462,1986
华东地区,0.854807692,0.934473684,0.913090909,0.931221719,0.992717087,1523
华东地区,0.818333333,0.88627451,0.933636364,0.710891089,0.908585859,629
华东地区,0.913898305,0.95172,0.966530612,0.968606432,0.753846154,5166
华东地区,0.923012552,0.99351145,0.958714286,0.979319372,0.666468843,3919
华东地区,0.929411765,0.937128713,0.951318681,0.812666667,0.782258065,95.4
华东地区,0,0,0,0,0,0
华东地区,0.89795082,0.968245614,0.972673267,0.954482759,0.748275862,3553
华东地区,0.924773414,0.941608696,0.982642857,0.96826484,0.741126761,31481
华东地区,0,0,0,0,0,0
华东地区,0.946746988,0.97299435,0.982790698,0.96284153,0.837149028,24776
华东地区,0.941223404,0.989648094,0.981025641,0.972050562,0.788297872,16610
华东地区,0.903888889,0.971246459,0.979816514,0.967065868,0.794642857,5777
华东地区,0.942702703,0.992012012,0.980695652,0.960285714,0.794854586,8199
华东地区,0.950591716,0.9921875,0.97962963,0.960229885,0.800308642,9162
华东地区,0.886865672,0.973435583,0.935154639,0.930545455,0.722175732,30724
华东地区,0.912206573,0.989139785,0.986116505,0.942089552,0.707142857,9302
华东地区,0.932428765,0.760797101,0.953018293,0.886861314,0.5109375,8866
华东地区,0.896680498,0.975705521,0.913469388,0.965562914,0.324175824,5867
华东地区,0.908870968,0.936358696,0.927672414,0.950530035,0.719343066,1218
华东地区,0.874606742,0.741653543,0.931555556,0.876829268,0.61399177,20251
华东地区,0.928256881,0.808137255,0.910294118,0.957142857,0.708571429,1069
华东地区,0.942548596,0.85300813,0.962362637,0.973529412,0.688356164,4419
华东地区,0.930327869,0.844758065,0.966990291,0.900502513,0.659405941,15220
华东地区,0.867846608,0.700833333,0.956119403,0.954054054,0.701052632,15052
华东地区,0.893305439,0.88702381,0.960352941,0.972289157,0.802285714,5728
华东地区,0.901731602,0.98803653,0.986140351,0.967826087,0.675919732,4040
华东地区,0.896899225,0.982446809,0.96,0.956521739,0.617768595,1463
华东地区,0.948364486,0.97939759,0.982114286,0.976447106,0.748965517,5758
华东地区,0.870967742,0.978194444,0.968586957,0.934166667,0.601706485,5041
华东地区,0.946825397,0.958801843,0.978852459,0.971505376,0.705817175,27674
华东地区,0.948552339,0.983562005,0.980544218,0.967878788,0.662676056,12317
华东地区,0.880970149,0.966988417,0.842592593,0.967040359,0.796529284,2477
华东地区,0.925423729,0.977487923,0.973826087,0.97625,0.770977918,6411
华东地区,0.895394737,0.976988636,0.963442623,0.930038023,0.646052632,3414
华东地区,0.882692308,0.979927536,0.968815789,0.920598007,0.706818182,704
华东地区,0,0,0,0,0,0
华东地区,0.9,0.982366864,0.971710526,0.871345029,0.683333333,1481
华东地区,0.903240741,0.974589552,0.97754717,0.938983051,0.756,517
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.934050179,0.996081081,0.981610169,0.971776156,0.788470588,2655
华东地区,0.932664756,0.972779661,0.985965909,0.962089552,0.722641509,7395
华东地区,0.793991416,0.961463415,0.95048,0.823976608,0.638421053,6597
华东地区,0.866808511,0.920042553,0.923333333,0.950243902,0.677018634,1718
华东地区,0.851412429,0.984011628,0.951041667,0.936923077,0.607389163,1856
华东地区,0.92642487,0.991530612,0.979111111,0.973410405,0.671428571,3560
华东地区,0.92712766,0.98541502,0.968902439,0.945957447,0.625694444,18020
华东地区,0.897790055,0.95802974,0.927619048,0.947407407,0.589383562,2625
华东地区,0.886309524,0.962857143,0.927272727,0.943971631,0.751863354,434
华东地区,0.947603834,0.992642857,0.968672566,0.970817844,0.9,10129
华东地区,0.921502591,0.989064516,0.960655738,0.958411215,0.876775956,889
华东地区,0.913218391,0.98255814,0.941864407,0.94229249,0.809756098,1515
华东地区,0.926265823,0.977070064,0.960550459,0.960206718,0.84,843
华东地区,0.874233129,0.98423913,0.955522388,0.942721519,0.774439462,1175
华东地区,0.901970443,0.974942085,0.97872093,0.928880866,0.657931034,56838
华东地区,0.9021875,0.875526316,0.960344828,0.978571429,0.705031447,51707
华东地区,0.87442623,0.849855769,0.964901961,0.900571429,0.758092486,31788
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.930410959,0.981740196,0.982205882,0.971566265,0.834235977,16212
华东地区,0.90880829,0.957142857,0.915633803,0.94075067,0.624074074,7472
华东地区,0.82484472,0.92176,0.8705,0.86728972,0.569948187,107
华东地区,0.883870968,0.965496183,0.864375,0.881446541,0.521989529,105
华东地区,0,0,0,0,0,0
华东地区,0.879372197,0.971095506,0.901801802,0.871014493,0.720096852,4916
华东地区,0.906282723,0.92315,0.920117647,0.953943218,0.735866261,15500
华东地区,0.871194379,0.925064516,0.917322835,0.951097804,0.787470449,8807
华东地区,0.832720588,0.75630303,0.96224,0.968571429,0.777852349,13.3
华东地区,0.712340426,0.51103139,0.862601626,0.783549784,0.502262443,662
华东地区,0.927845528,0.666725441,0.926,0.551666667,0.703807107,71.5
华东地区,0.860391198,0.532469512,0.78,0.81884058,0.85472155,98
华东地区,0.736413043,0.744556213,0.748717949,0.32962963,0.456060606,5.3
华东地区,0.694148936,0.616345178,0.923571429,0.478472222,0.6,474
华东地区,0.850788644,0.852724252,0.96443662,0.935294118,0.793154762,13.2
华东地区,0.863291139,0.624352159,0.87008547,0.790970655,0.690880503,139
华东地区,0.840357143,0.315111111,0.947222222,0.722222222,0.588961039,245
华东地区,0.917107943,0.687869674,0.927125506,0.534113712,0.696143959,20.9
华东地区,0.784860558,0.667115385,0.797727273,0.839378238,0.670522388,218
华东地区,0.831683168,0.928714859,0.96648855,0.975666667,0.874,15.2
华东地区,0.800498753,0.382716049,0.875,0.404761905,0.420529801,36.2
华东地区,0.481848185,0.544171779,0.691044776,0.381696429,0.610144928,37.8
华东地区,0.876146789,0.739083969,0.850769231,0.834087237,0.739086294,142
华东地区,0.750955414,0.67502924,0.846835443,0.791362126,0.6609375,83.4
华东地区,0.937142857,0.953319502,0.953970588,0.949892009,0.724024024,47936
华东地区,0.884840426,0.932397476,0.902093023,0.871176471,0.821627409,3312
华东地区,0.799401198,0.805217391,0.967647059,0.94213198,0.677358491,1930
华东地区,0.897150259,0.9440625,0.922337662,0.982608696,0.718274112,2028
华东地区,0.924937028,0.937673716,0.927572816,0.91119403,0.797484277,1223
华东地区,0.8565,0.973584071,0.93223301,0.885840708,0.647368421,1886
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.810917031,0.902857143,0.797333333,0.892096774,0.689759036,5460
华东地区,0.842857143,0.865758929,0.819642857,0.875254731,0.630604982,4237
华东地区,0.909638554,0.954785276,0.931038961,0.888102894,0.625791855,4824
华东地区,0.815625,0.981257862,0.8703125,0.745901639,0.524651163,3540
华东地区,0.934573304,0.951727749,0.961840491,0.837012987,0.855904335,2351
华东地区,0.81,0.817826087,0.90826087,0.86894198,0.502314815,10022
华东地区,0.796363636,0.960420712,0.898181818,0.582935154,0.568955224,11411
华东地区,0.862815884,0.974230769,0.907126437,0.926464646,0.624355301,2080
华东地区,0.943627451,0.977649123,0.971589404,0.87,0.715895954,618
华东地区,0.827272727,0.89215311,0.870588235,0.793617021,0.576102941,6500
华东地区,0.860846561,0.977711443,0.96297619,0.830909091,0.636554622,2509
华东地区,0.860580913,0.977378049,0.813333333,0.744497608,0.699763033,2775
华东地区,0.7875,0.783438735,0.796969697,0.85610687,0.521542553,13195
华东地区,0.837549407,0.862145594,0.924628099,0.859036145,0.609295775,3838
华东地区,0.814224138,0.898209607,0.918898305,0.895454545,0.746451613,2505
华东地区,0.841350211,0.840661479,0.92504,0.803167421,0.633531157,1909
华东地区,0.858549223,0.853291139,0.923783784,0.857794677,0.754929577,5473
华东地区,0.813253012,0.819883041,0.876041667,0.835951662,0.722522523,1750
华东地区,0.873634204,0.952693603,0.95,0.712676056,0.876666667,673
华东地区,0.878504673,0.956737589,0.917047619,0.85037037,0.772083333,4007
华东地区,0.835471698,0.880215054,0.896,0.962530414,0.721088435,1471
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.7,0.743410853,0.905319149,0.861433447,0.202873563,176
华东地区,0.82745098,0.974027778,0.926451613,0.894607843,0.546096654,5063
华东地区,0.713924051,0.977320261,0.902666667,0.956875,0.636337209,2839
华东地区,0.734965035,0.704210526,0.907634409,0.908823529,0.260893855,90
华东地区,0.868821293,0.960517928,0.969212598,0.801156069,0.562390671,27781
华东地区,0.733333333,0.896689189,0.833428571,0.682323232,0.663274336,145
华东地区,0.884653465,0.974657534,0.910123457,0.943137255,0.881948424,9246
华东地区,0.901798561,0.95532646,0.938095238,0.920679887,0.620991254,490
华东地区,0.89623431,0.963516484,0.935494505,0.92721519,0.625846154,10464
华东地区,0.901581028,0.872473118,0.93254386,0.920440252,0.559642857,2200
华东地区,0.898305085,0.977527473,0.934305556,0.920625,0.511392405,1369
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.926180258,0.985465116,0.965326087,0.968720379,0.626298701,1773
华东地区,0.905463183,0.825261044,0.934255319,0.847058824,0.644099379,270
华东地区,0.804347826,0,0,0,0,0
华东地区,0.886384977,0.913876404,0.949513514,0.905212355,0.708169935,37.4
华东地区,0.896216216,0.962970297,0.960119048,0.908333333,0.687826087,679
华东地区,0.896732026,0.938415094,0.968166667,0.884363636,0.663843648,3481
华东地区,0.874626866,0.968010753,0.961698113,0.931803279,0.591891892,8921
华东地区,0.898064516,0.983070539,0.954333333,0.916037736,0.707857143,669
华东地区,0.886065574,0.983899371,0.8932,0.919871795,0.586666667,543
华东地区,0.898830409,0.955,0.937540984,0.902150538,0.740178571,688
华东地区,0.85862069,0.976521739,0.904285714,0.879234973,0.63248731,658
华东地区,0.903977273,0.96742515,0.92972973,0.931472081,0.697329377,529
华东地区,0.800990099,0.931965812,0.814333333,0.969166667,0.713740458,135
华东地区,0.726595745,0.931651376,0.884615385,0.690243902,0.252631579,1017
华东地区,0.879816514,0.977840909,0.912244898,0.740384615,0.319230769,302
华东地区,0.642857143,0.944393939,0.923142857,0.803311258,0.525274725,270
华东地区,0.723809524,0.86745614,0.946875,0.899561404,0.707326007,131
华东地区,0.928431373,0.98440367,0.952804878,0.8924,0.621875,10770
华东地区,0.779292929,0.839179104,0.877681159,0.834024896,0.633870968,2227
华东地区,0.783163265,0.839182156,0.871323529,0.829460581,0.633602151,1708
华东地区,0.784693878,0.843320896,0.874347826,0.836666667,0.628763441,574
华东地区,0.779896907,0.842884615,0.880441176,0.844214876,0.632614555,290
华东地区,0.778571429,0.855714286,0.874347826,0.844769874,0.632975871,460
华东地区,0.78030303,0.835793358,0.873714286,0.842798354,0.622666667,530
华东地区,0.773232323,0.852947761,0.870724638,0.83909465,0.623097826,495
华东地区,0.873076923,0.991316872,0.953384615,0.935400517,0.642772861,9310
华东地区,0.824806202,0.957162162,0.951851852,0.815853659,0.798239437,1466
华东地区,0.829268293,0.950599251,0.916,0.931666667,0.666433566,863
华东地区,0.825136612,0.923448276,0.884561404,0.916203704,0.694270833,1315
华东地区,0.90726257,0.985027322,0.9095,0.822794118,0.723367698,1085
华东地区,0.909326425,0.958684211,0.930153846,0.920338983,0.605288462,9383
华东地区,0.918032787,0.938867188,0.981301775,0.916842105,0.745945946,13052
华东地区,0.52962963,0.714788732,0.843888889,0.552325581,0.42972973,0.6
华东地区,0.871794872,0.948098592,0.893043478,0.871972318,0.715914489,2072
华东地区,0.80075188,0.858898678,0.843846154,0.880229226,0.723670213,458
华东地区,0.900775194,0.908819876,0.954,0.890104167,0.597244094,2500
华东地区,0.8,0.962905405,0.850851064,0.901149425,0.46,709
华东地区,0.594666667,0.877185185,0.772,0.907329843,0.675376884,0
华东地区,0.815652174,0.952485549,0.964666667,0.820361991,0.731465517,2085
华东地区,0.945061728,0.984615385,0.970641026,0.967540984,0.603333333,7827
华东地区,0.933149171,0.956277372,0.962,0.973584906,0.683846154,15599
华东地区,0.908411215,0.9735,0.952439024,0.914215686,0.554201681,3269
华东地区,0.802054795,0.963880597,0.923943662,0.913934426,0.481090909,1576
华东地区,0.9056,0.896072607,0.950190476,0.910780669,0.746347607,10060
华东地区,0.825842697,0.947142857,0.94505618,0.922633745,0.78,5950
华东地区,0.891366906,0.966181818,0.914285714,0.80245098,0.444041451,6153
华东地区,0.865034965,0.968877551,0.944328358,0.855769231,0.65,4878
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.857711443,0,0.932432432,0.921985816,0.59057971,33696
华东地区,0.892808219,0.976628352,0.944275862,0.916230366,0.653015873,96807
华东地区,0.9168,0.970223642,0.977625,0.940794224,0.716886544,500
华东地区,0.960452418,0.91125,0.992427481,0.934065934,0.819283747,110822
华东地区,0.929107981,0.980824742,0.953968254,0.859183673,0.658282209,4676
华东地区,0.904242424,0.931781609,0.877,0.938922156,0.85840708,246
华东地区,0.895982143,0.893206751,0.9671,0.885393258,0.752,725
华东地区,0.908016878,0.956875,0.990679612,0.891810345,0.725827815,2380
华东地区,0.939781022,0.973855422,0.983921569,0.951502146,0.91015625,896
华东地区,0.908296943,0.98529661,0.991504425,0.927619048,0.69760274,2328
华东地区,0.917801047,0.984299065,0.935396825,0.879910714,0.391082803,2337
华东地区,0.966848568,0.881242604,0.992524272,0.956291391,0.785106383,151706
华东地区,0.872131148,0.980289855,0.973333333,0.896855346,0.771474359,6739
华东地区,0.954704171,0.957777778,0.996726457,0.950381679,0.680973451,61324
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.876744186,0.949320388,0.967708333,0.860714286,0.326277372,1308
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.925301205,0.962154472,0.970898876,0.732898172,0,13959
华东地区,0.916071429,0.975228758,0.977575758,0.890707071,0.463348416,24187
华东地区,0.733333333,0.480791367,0.382352941,0.436416185,0.413617021,809
华东地区,0.887165775,0.988651685,0.959090909,0.92022792,0.6028,10097
华东地区,0.846969697,0.945,0.95975,0.877338129,0.273267327,1205
华东地区,0.80376569,0.937346939,0.979166667,0.721774194,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.869948187,0.944244186,0.888305085,0.92642487,0.671040724,32290
华东地区,0.873643411,0.934526749,0.972823529,0.94141791,0.602071006,61913
华东地区,0.9375,0.915990783,0.979334917,0.967132867,0.59048913,29767
华东地区,0,0,0,0,0,0
华东地区,0,0,0,0,0,0
华东地区,0.928333333,0.987467249,0.978172043,0.766158537,0.449811321,7095
华东地区,0.849003984,0.964955752,0.964725275,0.937901499,0.582142857,20573
华东地区,0,0,0,0,0,0
华东地区,0.886428571,0.8897,0.948533333,0.420909091,0.43652968,31307
华东地区,0.923989899,0.921536388,0.990872483,0.979577465,0.912578616,10813
华东地区,0.906122449,0.907307692,0.980517241,0.896910112,0.306060606,34206
华东地区,0.863265306,0.960502513,0.955212766,0.804316547,0.5156,302
华东地区,0.915056818,0.92758427,0.987,0.93686747,0.870810811,11477
华东地区,0.900671141,0.93076555,0.948125,0.855102041,0.489534884,16062
华东地区,0.828282828,0.902516556,0.849767442,0.8675,0.55814978,202
华东地区,0.877083333,0.90987013,0.9416,0.944354839,0.542264151,9380
华东地区,0.944137931,0.97954023,0.908461538,0.804469274,0.765079365,482
华东地区,0.873793103,0.919953704,0.93175,0.877862595,0.648708487,687
华东地区,0.902702703,0.933463415,0.9515625,0.870564516,0.506719368,21199
华东地区,0.788888889,0.981299094,0.927777778,0.973654391,0.754519774,148
华东地区,0.851851852,0.954939759,0.890721649,0.824285714,0.54244898,11666
华东地区,0.9,0.965658537,0.911807229,0.713402062,0.464257028,13034
华东地区,0.892094862,0.947315436,0.927435897,0.932011331,0.726074499,13965
华东地区,0.88,0.969757085,0.890344828,0.840520446,0.534364261,20268
华东地区,0.908695652,0.907073171,0.943111111,0.809278351,0.77601626,319
华东地区,0.843604651,0.970251256,0.848837209,0.743283582,0.964948454,524
华东地区,0.905577689,0.990990712,0.97119403,0.884812623,0.692764858,19317
华东地区,0.764367816,0.986028881,0.873225806,0.771291866,0.554635762,728
华东地区,0.907749077,0.945848564,0.947867647,0.696116505,0.679302832,27346
华东地区,0.908450704,0.943791349,0.965444444,0.935154827,0.719347826,0
华东地区,0,0,0,0,0,0
华东地区,0.807746479,0.774956522,0.956413043,0.901941748,0.503343465,97456
